jml_lantai,harga,ruangan,luas (m2)
10,399000,2,36.96
2,308000,2,34
3,269000,1,35.44
1,599000,2,52
5,548000,4,79
4,695457,4,83.79
1,206055,1,21.69
4,1156756,3,126.81
1,972748.8,3,51.2
0,499000,2,33.5
1,499000,3,62.28
0,293702,1,24.89
0,284000,2,40
1,478325,2,50.35
1,599000,3,64.46
0,399395,2,52.9
3,412755,2,39.31
2,576135,3,61.95
2,999000,4,118.09
2,681059,4,79.64
0,499000,2,40.86
4,522684,2,47.56
0,369000,1,28
2,495000,3,65
0,766300,4,94.74
3,458440,3,58.4
1,850090,5,126.69
3,393285,2,50.05
0,821105,3,84.65
4,524000,3,46.05
0,408969,2,56.1
1,299000,2,38
0,460400,3,56.31
3,752265,5,103.5
1,480897.57,3,65.37
1,376500,3,56.77
2,509745,3,59.97
0,293700,1,26.7
0,388000,2,48.5
3,752265,5,103.05
2,439732,3,46.78
0,369000,2,54.83
2,454653.1,3,65.23
0,331267,2,41
0,315000,2,38
1,408250,3,57.5
1,519000,3,60.5
2,610000,5,78.89
3,1254550,4,92.99
3,690120,1,38.34
4,556976,2,49.73
0,322896,2,48.05
1,886500,3,65.66
2,853390.6,1,36.13
1,529374.56,3,59.84
0,224900,1,24
3,504416,2,57.32
2,309000,2,31.92
2,447754,3,58.53
4,570620,3,55.4
4,393285,2,50.1
0,488000,2,50.37
0,569000,3,51
1,468837.86,4,72.14
2,408000,4,60
3,518641.8,3,71.34
3,400907.9,2,35.51
1,855000,4,107
8,1499000,4,112
3,850000,2,63
1,432952,2,47.06
0,379000,2,34.78
0,728000,3,65
7,1240000,3,65.38
1,428479,2,39.31
2,414000,2,33
8,1579000,4,112
2,630000,3,63.71
3,660450,4,77.7
2,531260,2,52.6
0,569000,3,51
0,415000,2,46.33
4,561568,2,50.14
2,550000,2,48
2,486552,3,64.02
2,482000,3,71.5
3,429000,2,34.74
0,1340000,4,94.5
4,655756,3,67.7
4,699000,3,68.84
1,359590,3,46.7
3,460875,3,61.45
3,355072,3,48.64
5,583000,4,76
2,404745,2,52
0,457000,4,77.51
3,981000,3,81.75
5,980000,3,79.97
0,497777,2,50.37
6,440412,3,44.94
2,290000,1,29
3,486072.2,3,66.86
1,481000,3,65.5
2,1050000,2,53.7
7,1096160,3,84.32
3,574000,2,37
6,1883065.94,4,116.83
2,991760,3,86.24
6,712166,4,82.81
4,969000,4,104
1,355000,3,45.5
2,616920,3,58.2
9,446250,1,29.75
0,821105,3,84.65
0,328000,2,44.5
3,389747,1,40.17
4,575920,3,62.6
1,480000,3,73.9
3,665040,4,97.8
4,628000,2,50
1,336000,2,41.5
0,399000,1,33.76
4,479000,2,51.2
5,399000,2,47
3,419000,2,45.59
2,1100000,5,131.36
4,524000,3,46.05
4,403650,3,60.3
3,448000,3,64.97
1,499000,2,58
8,692820,3,51.32
0,477654,3,66.35
1,389000,2,50.7
7,834784,4,109.84
3,710446,4,82.61
1,530000,3,48.5
3,410000,2,51.88
3,535000,3,51.46
1,1512720,5,132.09
0,591000,4,91
3,486164,2,50.12
10,399999,1,28
1,538802.56,3,71.26
0,230000,1,30
0,573542.21,3,58.23
3,1574937,4,63
1,374400,2,52.01
0,659000,3,64
0,551521.2,3,78.8
2,488808,3,67.89
5,559000,2,36
5,399000,2,42.6
2,286000,2,38.02
3,435150,2,48.18
3,1878000,4,107
1,977523,4,105.11
0,1180000,4,107
4,399000,2,29.3
8,2630000,4,133.45
1,561750.4,1,27.92
1,444800,2,32
4,679455,1,50.33
4,628400,2,62.84
5,628000,4,71.3
5,460010,3,58.6
0,715000,6,90
0,354638,2,40.53
2,449128.8,3,62.64
1,505440,1,28.08
1,1207500,5,102
0,1006050,4,105.9
4,416500,1,29.75
3,429000,2,34.53
2,2188800,5,115
1,839000,3,70
2,414000,2,36
0,248140,1,26.12
7,452928,2,47.18
2,390000,2,47.5
3,350697,1,25.23
5,540000,3,69
2,348878.25,2,39.09
2,401000,2,47.68
3,299000,1,31
1,579000,3,64.85
3,752265,5,103.05
4,718707,4,82.61
2,491011.5,3,69.45
0,496800,4,92
2,355000,2,46
0,689000,5,107
2,750000,3,52.74
7,5633750,6,225.35
2,385344,2,35.68
2,677402,4,82.61
0,350000,2,45
1,312900,2,38
1,566835,4,71.3
5,748000,4,92.5
1,297268.86,2,39.62
2,569000,3,50.71
1,463680,3,64.4
1,892100,6,162.2
1,385000,2,36.68
4,425000,2,32
5,691485,3,63.9
1,335257,2,48.1
3,647000,3,67
0,400000,1,32.21
6,744285,4,85.6
0,591000,4,91
1,594395,3,67.99
0,293700,1,26.7
4,890000,3,84.81
1,453000,3,65
10,1049000,3,66
1,1135000,2,63.68
1,615000,2,43.7
2,437570,1,32.9
0,379000,3,59
5,489000,2,55.5
1,790000,4,114.72
3,729000,4,84.17
1,651671,4,82.49
1,368949.6,2,41.04
3,713895,3,67.99
4,439360,3,68.65
3,602516.4,1,29.22
1,297000,2,31.65
4,415350,3,58.5
1,420000,1,35
3,276742.6,2,38.33
3,543120,2,67.89
1,1084910,3,94.34
1,414700,1,31.9
4,504000,2,45
9,832195,4,91.45
1,579544,4,88.48
3,572520,4,73.4
1,944000,3,80
3,469000,2,39.96
0,454112,3,61.7
4,948474,5,109.02
0,361845,2,47.3
0,368000,2,42
6,1883065,4,116.83
2,526836,3,61.26
3,348100,2,54.5
1,252525,2,33.76
3,339999,2,31.46
1,439110,3,73.8
0,849000,4,110
4,679250.63,3,66.67
2,985000,3,73
7,905632,4,99.52
1,280000,1,23
3,348480,2,36.49
0,688522.17,3,62.61
1,331000,2,40.16
1,449137,3,61.95
2,480572,2,50.99
1,559000,3,53.84
2,411959,2,42.47
2,702185,4,82.61
6,446200,2,38.6
4,599540,3,77.36
2,456234.75,3,65.41
1,634671,3,65.43
1,709000,2,50
1,496000,3,55
0,674000,4,103.55
5,635000,2,40.3
4,529000,3,57.81
6,1240000,5,103.24
2,681745,4,80
3,435116,2,48.4
2,644410,2,49.57
1,330895.5,2,46.15
3,488720,3,61.06
1,458000,3,52.92
4,530868,3,68.06
4,775060,2,59.62
2,541512,2,50.14
2,439082,3,55.58
0,303318,1,36.99
2,405907,3,57.17
1,425785,3,63.55
5,458000,4,69.38
4,453549.8,3,61.54
0,684500,4,79.4
0,378613,3,56.77
6,539000,3,60.22
3,485416,3,64.55
0,373000,3,52.03
5,349000,3,55.79
1,398000,3,54
1,634671,3,65
3,447013,1,33.61
0,360000,2,37.7
4,377568,2,41.04
5,548091,4,72.05
0,378000,2,34.76
3,658000,3,63.2
4,522684,2,47.56
2,385000,2,36.59
2,542000,4,83.06
3,499000,2,42.54
0,230000,1,29.07
4,1260000,3,50.31
1,967040,3,75.55
1,299000,2,31.5
4,504000,2,45
1,1007185.5,5,126.69
5,795000,4,57.5
3,351000,2,37
3,643544,3,68.08
4,397108,2,35.51
2,850000,2,53.5
1,447000,3,54.52
5,593000,2,50.4
3,399000,2,52.01
1,1896920,3,80.72
1,610000,2,43.7
4,483600,2,46.5
0,589000,3,60
4,2558061,4,105.27
1,530000,2,41.87
1,899000,4,77.98
1,630000,3,60
4,357000,2,20.41
4,1650000,3,66.02
1,605000,3,99
1,707200,3,83.2
1,759300,4,88.83
2,556126.2,3,78.66
3,515475,3,68.73
2,414000,2,46.73
3,547030,2,49.73
1,355000,3,45.43
2,729130,4,85.78
7,493870,1,34.06
4,718178,3,66
8,604170,2,44.07
5,930673,5,104.57
1,458712,4,63.71
3,409000,2,44.25
3,825240,2,63.48
5,447580,1,31.97
8,728728,4,82.81
1,458712,4,63.71
3,490080,3,61.26
2,495000,3,50.62
5,389000,1,29.3
2,505853,3,64.99
3,448500,2,51
0,621670,4,74.9
5,500168,3,62.73
8,448775,2,44.99
2,565000,2,45
1,457785,1,33.91
4,409000,2,45.32
3,480480,2,60.06
0,497777,2,50.24
1,441299,3,65.18
1,454410,3,56.1
0,394700,2,33
3,325500,1,18.7
3,652630,1,34.9
3,429600,2,42.39
2,320000,2,40.7
4,635000,3,63.6
3,369000,2,39
1,1400400,3,97.3
1,329900,2,36
4,582750,3,55.44
2,691866,3,67.83
2,730000,2,50
0,434000,2,43.75
1,964620,2,53.59
2,399000,2,44.26
1,402000,3,57
3,499000,3,57.57
0,450000,2,39.62
4,636000,4,88.59
0,297424,1,25.64
3,453692,3,57.91
6,2720403,5,143.33
2,284752,2,38.48
5,600288,4,76.96
4,363520,3,51.2
3,585825,3,54.75
1,693779.1,4,98.13
8,489810,1,33.78
4,384160,1,27.44
1,399000,3,71.34
3,488480,3,61.06
4,449000,3,66.7
1,456234.75,3,65.41
0,535000,3,53
1,295300,1,30.28
6,1883065.94,4,116.83
4,439360,3,68.65
3,665040,4,97.8
5,1600000,3,127.9
1,1007185,5,126.69
2,510536,2,49.09
6,446200,2,38.6
2,372857.2,1,34.46
5,363400,1,29.07
2,325500,1,18.6
2,530966.8,1,26.39
1,399000,2,41.11
0,529875,4,67.5
0,243295,1,25.61
3,441064,2,42.41
1,932318,3,79.01
4,880582.6,2,40.73
3,289000,1,31
2,636863,3,68
3,277423.2,2,38.16
1,1720000,5,170
3,450000,2,36.79
4,399000,2,47
5,811539.3,4,73.3
2,276742.6,2,38.33
5,950000,3,71
2,1099000,4,93
6,580000,1,34
1,858000,4,125.62
1,323337,2,35.47
2,603018.6,1,25.53
4,272811,2,35.43
1,455000,3,53
1,322000,2,41
2,730000,2,47.28
1,540000,4,58.62
3,354000,3,49.03
1,599093,3,55.99
0,340000,2,35.38
3,539344,2,51.86
2,457500,3,64.31
2,1254555,4,92.93
0,477379,2,50.2
2,460288,3,58
7,527982,3,67.69
1,500000,2,45
2,539000,3,50.19
1,424000,2,51
2,449000,2,40.99
3,384990,2,44.06
2,595000,3,55.63
1,467196,3,50.09
3,277401,2,37
0,315000,2,51.91
2,2367750,2,115.5
3,224727,1,17.3
3,444640,2,55.58
4,1054000,3,84.32
1,441798,3,65.94
0,260000,1,30
0,344825,2,53.05
0,967040,3,75.55
6,712215,4,83.79
10,1456000,4,108
0,444480,2,55.56
5,635000,3,63.6
2,743165.47,3,80.14
1,415000,3,48
1,586867,2,46.21
0,378255,2,50.1
1,418944,2,43.64
0,1180000,4,107
2,403600,2,47.06
5,443492,2,47.18
3,469900,3,67.92
0,1500000,5,193.59
7,531726,3,68.06
3,342117.3,2,48.39
2,449820,3,71.4
2,2200000,4,98
1,355000,2,45.5
1,353000,1,30.36
1,394000,3,50.7
0,486295,2,39.44
4,390000,3,56
3,377328,2,33.6
1,692886,3,67.93
2,347896,1,38.98
2,1320090,3,63.3
4,535568,3,59.84
1,355000,3,45.5
6,496432,3,53.96
1,435060,2,48.34
1,615000,2,44
3,835935,4,121.15
0,358000,2,40
8,401215,1,27.67
3,494709.94,3,72.6
2,320000,1,27.96
0,519000,3,55.2
1,449000,3,63.5
4,570620,3,55.4
4,710446,4,82.61
2,1007185,5,126.69
5,639300,2,40.3
2,699000,4,80.46
2,456234.75,3,65.41
0,272099,2,36
5,460103,2,44.6
2,702185,4,82.61
1,403236,2,43.83
1,525000,4,57.19
1,707200,4,83.2
1,1802400,4,111.87
4,599990,3,70
0,359000,2,38
1,550000,2,39.69
1,539471,3,60.35
4,470080,2,45.2
3,378686.1,2,34.71
5,531000,3,65.59
3,880000,4,97
3,252000,3,41.04
0,393122,3,55.24
4,394617,3,54.33
1,589000,3,62
0,483880,3,62.16
5,844550,4,66.5
1,535000,3,47
0,3700000,5,222.8
0,357445,3,53.35
4,992565,3,94.53
1,691171,4,87.49
5,889000,3,62.49
5,441988,2,47.02
3,395000,2,44
0,275000,2,36.01
3,499000,4,67
1,368949.6,1,41.04
1,447850,1,34.45
2,479894.7,2,37.23
1,379876,3,56.34
9,795427,4,91.01
4,504000,2,45
3,499000,3,69.25
5,1495320,4,124.61
2,341975.9,2,48.37
2,723218.1,4,98.13
1,970000,3,74.5
0,684523.7,4,98.21
1,844123,3,78.89
4,269000,2,36.01
2,418800,4,60
2,224727,1,17.3
2,359000,2,50
0,359000,3,65
2,745102,4,72.34
7,1650000,4,98
1,922000,3,85
0,379000,2,44.5
0,312986,2,40
1,967040,3,75.55
2,599000,2,40.02
1,716394.6,1,30.33
9,832195,4,91.45
2,348000,2,54.52
1,451375,1,28.75
2,526537,3,64.06
1,334414,2,50.41
1,605200,3,68.91
2,1442103,5,140.01
3,393285,2,50.1
4,395000,2,44.06
3,445608,4,61.89
8,431795,1,28.32
1,440000,3,52.02
0,470000,3,54
1,795000,5,95.56
1,647400,3,78
1,399000,2,45.57
5,741720,3,61.81
5,810000,1,36
0,464713,3,53.11
4,718178,3,66
0,494880,3,61.86
4,425000,2,31.37
2,649644,1,50.36
2,399180,3,56.37
0,462836,3,62.8
6,571500,4,83.32
1,457785,1,33.91
0,349569,2,35.31
3,1314734,5,153.77
2,445763.5,3,63.05
0,470000,3,54.18
0,405820.8,3,60.39
0,398194,1,28.24
2,315000,2,35
3,210000,1,20.03
2,435000,3,47.5
0,273082.5,2,39.75
0,522610,2,47.51
4,409000,3,48
4,629000,2,50
0,634671,3,65.43
3,440000,3,49.13
0,239000,2,31.8
0,373754,3,55.17
5,419000,1,28
3,880000,4,96.85
3,292000,2,29.28
4,244000,1,31
4,491036,3,53.96
3,474962.6,3,67.18
3,365000,2,46
8,325000,2,36.2
3,459000,2,36
0,483226,3,68.06
1,355656,3,48.72
3,509175,3,67.89
3,528996,3,67.82
0,340000,2,26.09
3,679000,3,72.1
3,790628,4,78.28
2,569000,3,51
2,530946,2,68.07
2,610000,5,78.89
4,1169000,3,75
7,462260,1,31.88
1,261137.8,2,38.29
2,297560,2,37.05
2,702185,4,82.61
3,455000,2,31.06
0,492031,2,48
6,790000,4,66.54
1,400114,3,55.96
0,711984,4,84.76
5,543000,2,36.5
2,465000,3,56
3,718044,3,67.74
2,637920,3,66.45
4,393285,2,50.1
2,648656,4,67.72
3,426000,2,45.12
3,568480,3,64.6
2,584000,2,42.5
6,499552,3,60.35
0,325000,2,38.49
1,953300,4,108
1,374121,3,56.13
3,486720,3,57.6
3,869000,4,91.74
0,569000,2,51
4,1405626.2,2,59.51
4,428000,3,51.5
5,509000,3,55.2
7,422208,2,43.98
1,494000,3,55.61
3,516069,3,61.51
4,488720,3,61.09
3,899000,2,59.95
1,399000,2,41.11
3,2366000,5,122.01
5,870720,3,72.56
7,459000,2,37.7
1,904866,5,109.02
5,380078,2,32.21
5,572130,4,73.35
2,1050000,2,53.7
10,1464000,4,107
0,690000,4,91
4,275000,2,30
4,379000,2,38.86
9,514776,3,67.52
1,984474,3,83.43
8,588990,1,40.62
1,460800,3,57.6
3,588000,3,50.21
2,403000,4,60.12
1,515000,1,34
2,275009.8,2,38.09
3,437460,3,63.4
6,999999,4,70
1,520000,2,42
1,707200,4,83.2
1,990228,3,110.64
0,222000,1,31.69
0,541000,4,76
2,435000,3,48.1
5,459999,2,33
0,420480,3,57.6
0,599000,3,60
2,454000,3,52
4,450938,3,50.16
2,1069000,2,52.16
3,659000,2,48.65
1,695642,2,61.29
7,519000,3,45.5
5,528950,1,35.5
0,455000,3,51
2,491720.83,3,72.3
4,718707,4,82.61
5,488640,3,61.08
1,447525,3,58.5
4,749000,3,75.76
0,426436,3,62.27
2,1331770,5,121.07
1,449000,3,57.5
3,299000,2,31.83
3,459225,3,58.5
7,599500,3,63.84
0,1200000,2,225
4,510148,2,57.32
0,510103,3,64.57
0,769940,2,56.2
1,321567,2,42
1,2200000,4,87.3
3,484490,2,31.46
4,354996,2,32.87
6,2279000,4,150
2,699250,4,112.37
1,414000,1,29.8
2,810298,4,84.42
1,630000,2,43.89
2,179000,1,21.88
4,349000,2,35.27
3,536218,2,52.06
2,456234.75,3,65.41
3,710446,4,82.61
1,456622,3,57.84
6,1284000,4,68.57
0,229140,1,34.2
1,679000,2,50
2,498726.4,3,66.32
1,1270000,4,87.5
3,495000,1,34
4,416031,3,54.03
3,466500,2,34.5
1,447754,3,58.53
1,274000,2,33.72
1,456000,3,60
2,364819,2,40.09
1,412700,3,58.28
0,459606,3,49.42
2,390000,2,46.65
1,456234.75,3,65.41
0,525177,1,33.03
3,487920,1,26
7,540000,3,55.48
1,402000,4,60
1,454881,3,51.41
3,435800,3,68.63
9,513464,2,48.44
0,341400,1,29.01
3,491011.5,3,69.45
1,549000,3,76.5
7,2182000,4,150.85
0,1175448,4,87.72
5,717000,3,66
1,679000,2,50
1,1500000,5,165.53
1,192977,1,25.72
2,610000.36,5,78.89
5,835000,2,38.4
5,392500,2,50
1,365965,2,34.46
4,1239686.6,3,74.77
0,331704,1,43.46
2,1007185,5,1007185
3,897600,3,74.8
1,1436400,4,108
4,895716.6,2,41.43
0,629300,3,70
0,477654,3,71.4
0,494730,4,71.7
2,447000,2,28
2,522717.6,1,25.98
2,224727,1,17.3
1,990000,3,68.5
0,496800,5,92
2,850000,2,49
5,470672,2,51.16
5,1227830,3,61.7
10,1377000,4,114
0,279000,2,32
2,425000,3,59
0,315283,2,45.55
3,467129.4,3,67.02
2,452900,3,66.75
3,412500,2,33
1,1850000,3,89.55
2,339572.1,2,48.03
4,575920,3,62.6
0,456234.75,3,65.41
0,383000,2,43
3,499000,1,34
4,430000,1,30
4,560900,2,39.5
1,469000,3,53.83
2,426870,2,41.85
2,657670,3,50.59
5,460010,3,58.6
1,849000,5,107
2,895000,3,65
1,970734,4,104.38
2,749000,3,72.15
3,363312,1,25.23
2,299900,1,35.8
0,696977,3,82.38
0,434000,3,57
1,399657,3,56.11
1,365000,2,29
0,489840,3,61.23
3,413000,2,41
6,1284000,3,68.57
3,350000,3,50
5,799000,2,37
3,2247180,5,115
2,570000,2,52
3,499000,2,39
1,410000,2,50.34
3,529230,3,67.85
8,751548,4,81.69
4,366559.4,2,50.77
1,369090,2,41.01
3,730000,3,60.03
2,878000,4,125.46
5,950000,3,71
7,905632,4,99.52
2,1350384,3,120.57
7,531726,3,68.17
3,335000,2,35.92
0,494279,3,60.85
0,351429,2,40.5
1,430273.8,3,63.09
10,510000,3,73
2,295000,1,30.21
1,750000,3,71.1
3,378000,2,64.12
5,410000,3,59.08
9,712166,4,82.81
0,478000,4,81.01
0,477654,3,66.35
2,495000,4,91.05
2,602782.4,1,25.52
5,463050,2,44.1
1,655000,4,66
3,498726.4,3,66.32
2,594080,4,75.2
2,625000,2,41.5
5,539000,3,60.18
1,1207500,5,102.31
1,690000,3,62.88
1,374400,2,52.01
3,739670,3,77.86
0,374000,2,49
0,504426,3,64.67
6,530088,3,67.96
2,693997,3,66.08
2,669814,3,75.26
2,480000,3,52.01
2,442982,3,72.62
1,334000,2,51.5
3,611044.4,1,30.37
1,600000,3,60
1,631800,3,78
2,334800,2,41.2
5,574584,3,64.56
1,357000,2,35.03
0,549000,2,50
4,386641,1,34.46
2,895000,3,65
2,535154.4,4,76.56
1,456234.75,3,65.41
1,402577,2,33.83
0,293100,1,25.03
7,938730,3,72.19
1,530000,4,66.78
3,573000,2,37
1,365000,1,28.13
0,879000,3,68
1,602000,2,40.5
1,420000,1,28.56
1,325476,2,44.85
1,1850000,3,89.55
0,395571.1,3,58.43
3,472120,3,63.8
1,599093,3,55.99
1,396900,2,37.8
1,836576,4,80.44
8,864900,4,81.43
0,630000,2,55.47
1,296148,1,25.53
3,432276,2,42.38
1,329000,2,36
0,632000,3,52.8
1,459328.2,3,66.86
4,3122200,5,156.11
2,344000,2,27.83
0,479000,2,33.2
0,683000,2,48.83
1,411859.8,3,60.39
2,705328,3,67.82
1,898000,4,125.62
1,669000,4,80
5,295760,1,36.97
1,403920,2,56.1
2,345000,1,29
3,429000,1,29
9,1509000,4,107.77
1,265487.3,2,38.09
1,510765,3,60.09
7,795000,3,68.91
1,679000,2,50
2,428584,1,25.36
0,569000,3,50.76
2,669000,2,46
1,619048,2,55.52
3,1229000,3,55.87
2,448290,3,58.6
4,460010,3,58.6
4,2050688.4,2,86.82
1,218500,1,30.7
2,499000,3,55
4,829000,4,89
1,568000,3,57
3,383332,2,40.78
1,157633,1,21.98
0,362610,2,47.4
1,378000,2,41
0,690000,3,64.34
2,383265,2,50.1
1,576395.02,3,69.56
1,590000,3,66.5
1,431296,2,46.88
0,359204,2,40.36
2,314890,2,39.02
1,369000,3,50.5
2,409099,3,74.04
2,383265,2,50.1
4,540000,2,36.5
0,400000,2,46
4,354996,1,32.87
2,531000,4,76.17
3,650077.2,1,32.31
6,475000,2,41.5
1,854000,3,72
1,858000,4,126
5,469000,2,40.06
1,451113.6,3,67.13
0,351769.2,2,51.96
2,565000,2,46
3,739670,3,77.86
1,749000,3,69
1,634671,3,65.43
3,649000,2,47
2,591376,3,64.28
0,489200,3,61.15
3,436000,3,52.03
0,444480,2,55.56
4,519441.5,3,71.45
0,430000,3,52
4,460010,3,58.6
3,647000,3,67
1,320000,2,54.7
3,462000,3,60
2,569000,3,51
1,749150,4,68.29
0,449000,2,47.09
3,559000,2,39.33
3,412755,2,39.31
3,465556,2,51.16
0,627000,3,64
0,550564,3,63.65
1,399894,2,48.18
4,452340,1,32.31
4,345000,2,33.44
1,629100,3,66.16
0,293700,1,26.7
3,484000,1,34
5,899000,3,63.05
0,390522,2,42.68
8,721638,3,76.77
1,256000,1,28.51
7,511125,1,35.25
4,1051870,5,104.11
2,649000,3,57.44
1,2602950,3,124
1,539625.4,1,26.17
0,1029135,4,108.33
1,368949.6,2,41.04
0,620000,2,50
0,592000,4,91
1,459500,3,49
0,390522,2,42.68
0,429205,4,101.47
0,1104737,4,174.77
1,631800,3,78
0,330120,2,43.02
6,893999,4,90
1,374129,3,56.33
1,275000,1,29.5
4,573000,3,68.4
5,548000,4,78.91
3,435150,2,48.35
1,484000,3,57.91
4,393285,2,50.05
2,264670,1,27.86
4,291060,1,29.4
1,372000,2,42.23
1,272000,1,26.01
1,456000,1,32.73
3,240000,2,30
0,399000,3,48
4,526836,3,61.26
0,795000,5,95.2
3,435000,2,55.08
1,368949.6,2,41.04
3,447062,1,40.17
4,459225,3,58.5
2,399184.5,3,55.83
3,752265,5,103.05
5,921700,2,70.9
6,999999,4,70.11
2,1100000,3,60
2,569000,3,51
0,720000,2,48
1,275099,2,37.02
2,319100,2,45.2
1,586867,2,46.21
2,674133.9,4,91.47
1,535525,1,34.55
0,470000,3,54
2,285007.5,2,39.75
4,771660,3,57.16
3,299000,2,40
1,399000,2,34
0,1006050,4,105.9
4,439000,3,56.14
2,679000,4,79.5
1,639000,3,65
2,1299000,4,93
1,415500,2,49.05
2,312500,2,36.2
2,659999,2,44
4,2300000,6,112
2,2199000,4,98
2,470000,2,59
2,799000,3,72.85
1,684000,3,57
3,616000,3,61.8
4,442939.5,2,38.55
5,685000,4,62
5,369000,2,35.43
1,394525.7,2,45.23
0,777000,5,107
3,624160,4,75.2
1,699999,3,72.15
5,599000,3,61.59
0,620000,2,49.5
1,449055,3,58.7
3,366000,2,41
4,399000,2,29.3
1,394000,3,50.7
2,408456,3,60.12
2,447525,3,58.5
4,449800,3,68.73
1,952880,5,110.8
6,508050,2,33.87
1,555000,2,36.88
2,519000,3,57.81
2,405373.5,3,52.99
3,375220,2,51.4
9,453600,1,30.24
10,598500,1,39.9
0,1160379,4,184.21
2,331237.5,2,40.15
3,575000,2,46
1,299900,2,37.14
2,990000,4,112.15
3,806475,4,107.53
3,380760,3,50.1
0,388000,3,48
0,616000,4,77.29
2,929814,4,99.98
0,444480,2,55.56
0,497193,4,62.54
3,458440,3,58.4
1,341739.1,2,49.03
10,774000,2,51.61
8,1173076.29,4,95.3
2,374636,2,51.32
1,445810.5,2,52.45
4,682773.54,3,67.63
0,373875,3,55.12
2,435000,3,51
3,409000,2,44.21
2,729430,2,47.06
2,369000,2,44
1,679000,2,50
2,697000,3,76
3,433846,1,32.62
3,729902,4,87.94
3,410000,2,35
0,451700,3,60.27
3,710446,4,82.61
3,649386,1,50.34
2,440089.5,2,58.29
3,516069,3,61.51
4,486072.2,3,66.86
3,723218.1,4,98.13
3,419988,2,45.16
3,618171,2,66.47
1,519000,3,57.81
3,435800.5,4,68.63
2,535000,2,40
2,437673.5,2,57.97
2,691866,3,67.83
2,466470,3,63.9
2,375000,3,53
0,489600,3,61.2
3,456749,3,55.03
2,837540,2,50.76
2,649000,3,67.55
0,338000,2,47
2,424830,3,71.4
0,674000,4,103.55
1,560000,2,37.35
3,425850,2,41.75
8,676999,3,60
2,500616,3,73.62
5,499000,3,65.38
2,533596,1,40.12
1,454275,3,60.57
2,415000,2,46.5
1,478874,3,57.4
1,453535,3,64.8
1,485520,2,57.12
2,588610.4,1,24.92
4,354996,2,32.78
0,707200,4,83.2
4,463540,1,33.11
0,591000,4,91
1,382882.5,2,50
0,325000,1,35
4,492556,3,64.81
1,634671,3,65.43
5,583000,4,76
0,445680,3,55.75
8,431000,1,28.32
3,379000,2,44
2,682000,3,82.44
3,240000,2,30
1,513360,4,71.3
7,588990,1,40.62
0,331704,2,43.36
5,633900,4,79
2,418943.1,3,58.43
9,532350,3,68.25
1,372143,3,55.11
1,625920,3,65.2
4,758475,2,33.92
0,279000,2,32
1,483000,2,45.32
2,497002,3,60.61
0,323433.6,2,48.13
0,456234.75,3,65.41
4,435150,2,48.35
1,902000,4,82.69
7,480904,2,51.16
2,424830,3,71.4
1,499000,3,62.28
5,549000,3,70
2,519000,3,60.22
3,350000,3,50
2,335115,2,33.85
4,448525,3,58.25
1,286615,1,30.17
2,424935,2,40.47
4,397992,2,43.26
1,429000,2,38.36
4,746286,4,85.78
5,635000,4,80
1,431562.6,3,61.74
1,402577,2,33.83
1,386568,2,49.56
1,458712,3,63.71
5,420500,1,29
1,431296,2,46.88
1,549000,6,159
1,365256,2,41.04
0,569000,3,63.89
1,349000,1,28.1
3,435150,2,48.18
4,955000,3,74.26
6,528918,3,67.81
2,372281,2,40.91
4,469040,2,45.1
7,549000,3,64
2,478210,2,32.98
1,630476,4,70.84
4,420000,2,34.58
1,369000,3,50.5
2,289000,1,29.12
1,654000,2,43.34
1,381000,3,53
1,544935,3,64.11
7,519000,3,55.2
7,775000,3,60
0,386000,2,39.49
2,307468,1,38.92
3,486075,3,64.81
1,707200,3,83.2
1,441195,3,65.85
2,427519.5,2,38.55
2,898000,4,73.3
1,586867,2,46.21
1,602480,3,88.6
3,880000,4,96.85
2,500616,3,73.62
2,407659,4,60.25
0,299000,2,37
1,395896,3,52.21
3,548240,2,62.3
5,509000,4,70
3,369000,3,51.03
4,568680,1,40.62
0,349000,2,43.01
0,569000,3,50.76
0,218880,1,23.04
1,1593864,3,101.78
1,575802.43,3,71.66
3,348422,2,32.87
0,729000,4,83
2,649000,3,60.18
2,410628,3,54.03
2,625000,2,46
1,249000,2,34
2,460700,4,67.45
1,399944,3,56.11
3,655000,3,70
1,529000,2,45.68
0,799000,3,66.66
0,1560000,3,65
1,500806.8,4,71.34
7,2286000,4,138.92
10,1622000,4,114.1
4,530172,2,49.09
0,390522,2,42.68
1,874104,5,156.09
1,335000,2,43.5
2,275009.8,2,38.09
3,607807.31,3,59.59
2,565000,2,45
2,235677.9,1,32.87
2,389000,3,46
2,479386.2,3,66.86
2,378400,3,57.13
2,349000,2,28.3
4,450938,3,50.16
1,369492,2,45.06
6,1425000,4,98
0,429211,4,101.47
2,557859,3,60.15
1,512246,2,52.27
3,650000,4,58
2,297634,2,36.44
4,438521.1,3,48.99
5,959000,3,68.56
1,391300,3,55
1,1199997,4,95
2,457370,2,47.38
1,480411,3,59.31
6,1021875,3,81.75
0,1490000,5,175
7,409000,1,25.16
2,569000,3,50.71
2,594080,4,75.2
0,451701,2,48.57
1,397000,2,46.86
0,1500000,4,188.81
1,639000,3,65
3,531440,3,58.4
3,402350,3,61.44
3,501176,2,48.19
6,492954,3,64.02
2,5300000,6,218.56
5,615200,3,60.9
0,659000,4,70.52
1,638000,2,48.43
